tower_id,latitude,longitude,region_index
3751,24.64377425731037,21.6018350332494,7
3752,25.776978719833263,19.062348689467626,7
3767,22.424707347859687,17.691961443214414,7
3778,25.262926004521404,21.084675486101,7
3782,23.0344792109835,19.183903427991147,7
3796,25.231771838261682,17.46488520817147,7
3824,27.56856212408846,18.081778628278478,7
3837,25.04903085315701,19.281499441277468,7
3848,28.0700376363437,18.83570402661792,7
3856,28.94835852053422,18.938375970743955,7
3866,23.423901200642522,16.79351846633497,7
3880,22.627804690953074,23.476365202439887,7
3889,25.46528036565432,17.653702946409382,7
3898,24.939561578627448,18.81387934245533,7
3909,26.353692101248825,20.76936398614574,7
3910,23.90692430854214,23.820393623909435,7
3915,28.321170451244395,23.6661213796952,7
3921,24.523447841275416,21.02916209526697,7
3933,24.585872538600686,24.862054503626013,7
3944,25.051722475346224,17.45149285330218,7
3950,22.157344942280048,16.221913325863742,7
3961,27.041763667401636,22.309852886561565,7
3969,25.12700309200472,16.237052022285027,7
3986,26.47619865750334,17.916440631792987,7
3996,25.358203948016936,17.464403499486657,7
4015,23.91778325523486,22.218055779751122,7
4017,27.35886843933115,24.37243089940621,7
4018,23.454347259669525,19.7183005453399,7
4020,26.331404584778127,21.07491731209745,7
4031,26.29891217359497,23.65091177785025,7
4033,26.95159438218365,24.558731566720915,7
4036,27.82496565495824,24.0366397749556,7
4051,22.160755883544162,22.328457854620787,7
4052,28.79274573402197,21.200027248865652,7
4067,24.52493666021744,19.33421412038404,7
4068,23.354076864159005,17.352016243389436,7
4085,22.266972781015617,19.115169946833092,7
4087,28.82718286214712,18.573434859821205,7
4090,26.649214230207075,16.297270002509578,7
4106,23.823742023140472,17.772946660567634,7
4117,22.589698756696542,17.2505964598914,7
4140,27.58898048215295,19.565040015159994,7
4145,23.44535494960169,19.596994661506773,7
4204,27.839668239664263,17.36195699357613,7
4213,22.591459037020783,23.318604804027288,7
4218,23.196668611218335,24.80485134236646,7
4221,26.36352323840536,22.05615713956096,7
4223,23.35645493108497,19.640829495202784,7
4227,24.113618464177556,24.554006266235476,7
4229,24.185473316614747,17.98898237938042,7
4241,26.462499954767594,18.507568448344735,7
4251,24.60518673077467,20.54081616903491,7
4256,22.021036964643528,20.137057066076853,7
4260,25.66407084641249,22.896316908684696,7
4272,23.424649867306837,22.659008391350646,7
4275,23.120149027655962,23.02973383806216,7
4281,28.268925881032708,19.47000989957358,7
4289,25.430492460340602,21.236826172866856,7
4290,27.360375264536337,21.065772705466678,7
4295,25.741168932969167,19.34486452609494,7
4296,25.186903296695235,20.662632413507822,7
4308,26.33619022909547,24.358846210896104,7
4315,25.1061005332343,24.556354373046027,7
4320,25.408686261431473,18.837395463232134,7
4335,23.585583467834557,18.23427084037077,7
4369,28.688431484595213,24.970800242435757,7
4381,25.004479158176252,18.389924582708364,7
4387,25.29952870561387,17.945870843980202,7
4388,22.047275287596978,19.495919615483743,7
4396,27.478153390172647,20.324574687744914,7
4404,28.97427825544753,16.561841974073545,7
4427,27.99675874711509,24.858248864263942,7
4430,23.932435758348465,24.370895190165477,7
4437,23.222941867829242,16.534171601140926,7
4438,23.447456879728,18.29535819826833,7
4459,25.524853176066678,16.733454028749552,7
4465,24.57426451505233,19.709414233517037,7
4473,27.743913738830642,16.20523308395278,7
4476,23.874460739288224,16.77651602876903,7
4479,25.003126321931873,23.902189658281603,7
4484,27.68265223056513,18.4542099396568,7
4485,26.613417201636427,20.184550669074035,7
4495,25.617995246059515,20.98526811648768,7
4502,28.791854261716676,24.846975686775934,7
4507,26.701234840068707,16.46121418133402,7
4513,28.399950418100715,24.232581317019555,7
4518,28.179552532099862,20.9021271302043,7
4520,22.709999557568423,20.655173666971937,7
4522,26.85180097198386,21.54286018124369,7
4543,25.469591705241502,23.85914998494939,7
4544,24.79632636961075,17.150325940450905,7
4564,28.86136320928215,21.351215140526715,7
4568,22.6002334632964,16.369345531990703,7
4570,22.994144756855764,16.58260891182255,7
4571,28.014262800705094,24.58110867225291,7
4572,27.701965272416142,16.49398388033502,7
4580,27.123565311869893,16.907855422279532,7
4588,24.274436579501696,21.519964522986896,7
4589,26.93612896287518,24.335715000078935,7
4591,22.023091492704207,17.212120435684486,7
4607,27.632794560238448,23.800091291920452,7
4612,23.007668664957936,22.46335889057784,7
4613,28.231542379734947,17.868488957227843,7
4614,28.45641021269529,22.27327577433683,7
4617,22.7357452453451,20.442088815304825,7
4618,24.61698110195501,20.45231993831433,7
4639,25.72569903417541,19.669960045074014,7
4643,26.37089288881858,17.443001637339172,7
4665,28.412789651238466,17.049885904556078,7
4666,26.85646106795682,19.95443414241043,7
4669,28.822098526489942,16.31267368216436,7
4695,24.33117266653962,22.48859713227309,7
4709,22.80064203139834,22.489941563484244,7
4710,26.281131661150326,24.230371674758363,7
4719,28.218853524355573,24.888703423742317,7
4730,23.82200880285203,20.792272372641992,7
4735,26.631867305288175,19.529633152135773,7
4742,23.888406526538496,18.36684053947446,7
4750,24.979911165295448,21.627184807323825,7
4755,23.2546258458981,18.767281387746305,7
4758,24.64006706698336,24.036860489024207,7
4781,23.96031957125744,24.926307763968715,7
4794,24.279777061588867,22.978104383242055,7
4802,25.04239607602484,21.054805119767913,7
4810,23.95094832323407,21.688135563392127,7
4816,28.904023400910315,20.45112793412092,7
4840,24.615341970289517,24.802405041295444,7
4843,24.577253559992094,17.8393952942958,7
4869,23.97085264497736,16.16457725471817,7
4888,23.357761957698074,17.67701465989151,7
4892,24.03516541529246,23.665890076974776,7
4906,22.48740500817228,20.134722904601787,7
4972,24.51275375370747,16.749295662897815,7
4984,22.273599031428542,23.93855051803338,7
4987,28.258773988450045,20.336348249517627,7
4993,22.353256903548257,18.170851472394396,7
4994,25.539322107098812,17.295212549649367,7
5000,26.810206581549515,16.314572918625707,7
5002,23.159371844826968,18.437901367710168,7
5007,24.87716528492502,21.607814507470668,7
5022,22.996041839661405,19.649654293837155,7
5024,25.0223974230427,18.082798462495504,7
5025,23.520337758411006,21.43445960446723,7
5034,28.240530160271135,24.41284531241806,7
5038,27.105288522168294,19.476865030855002,7
5043,24.940455873519657,23.713348908150515,7
5051,27.736383168173266,19.872719610720726,7
5065,28.766289612898994,22.39688102240291,7
5071,28.434527306029956,20.026882618803455,7
5078,24.413202578296566,24.456590350028883,7
5084,28.658550591592384,24.428395164940888,7
5093,26.786718552211582,17.131774452900245,7
5118,24.206986819764232,19.457994520953847,7
5123,28.62207115869388,21.983316262461155,7
5146,28.531997707763423,20.674794859257354,7
5148,23.71628993626351,20.02516722137065,7
5158,27.425447350692764,16.36210757763044,7
5168,23.894075928434663,16.770716009710902,7
5194,25.097647157083962,21.325050033183704,7
5199,25.15161053137705,23.331001749880592,7
5204,23.07515995258507,21.686837056272534,7
5219,22.72323217239333,21.59086433177568,7
5239,28.50741139113452,24.177494147119596,7
5250,26.66631824757927,16.143801744872206,7
5254,28.554894116549953,20.087011049304444,7
5261,26.000416436424093,18.512561979360036,7
5288,28.793454543707085,20.777627683058174,7
5315,27.308769487362504,19.432230593826116,7
5326,26.692046083699623,21.565560902784394,7
5359,28.61319591089562,18.69671349925509,7
5361,27.691806580561348,23.162761149560502,7
5367,26.011897050227436,22.321857810067996,7
5382,25.50097450666327,23.69693683220455,7
5405,27.588457728485235,17.410793603413563,7
5417,24.840872051344277,23.06029753023273,7
5433,24.952277202547865,20.722503053859278,7
5438,27.71596718618955,18.869764017672786,7
5463,28.169049023593445,22.18433098722024,7
5479,27.8048953746611,16.937993405526953,7
5483,22.17028798464282,18.216227693035783,7
5485,27.862809492266855,19.508070094178564,7
5492,25.636311686169655,23.775717015204705,7
5521,27.93575267776079,18.84828696139197,7
5529,26.15617501216278,17.03886711884315,7
5530,26.3912811079316,22.915591309909253,7
5540,22.8229050945111,16.515361330784508,7
5542,25.069999392403908,24.40220622010952,7
5556,22.811074433890862,24.80586836550423,7
5580,27.68108762593161,21.127286713363116,7
5598,28.709380556082422,16.740814332515125,7
5602,25.081701651609265,19.45557677910026,7
5613,25.73447867569186,20.892451073804136,7
5614,25.2897804997199,19.381706356234314,7
5615,25.749667737097067,21.11296659404809,7
