tower_id,latitude,longitude,region_index
9376,25.99353866065214,24.73066086929822,3
9377,24.374656270211638,19.39623312180025,3
9383,28.335497176895416,17.05879435354439,3
9393,28.86891599582032,24.485581726694924,3
9396,27.637595081127444,22.128922407199042,3
9421,24.476562402713405,21.074358571576123,3
9423,28.757600072230826,16.130370770440727,3
9425,25.874721403292696,21.49692928243224,3
9435,24.121816928761266,24.72147400691493,3
9436,23.14546119999717,22.045524953693047,3
9439,26.454448107363127,19.562933076381682,3
9443,28.039402277275762,17.225598514648908,3
9472,22.64434373776565,18.985159342057564,3
9475,24.65408017755783,17.595177908008544,3
9481,22.230870616949726,16.529651348990125,3
9485,26.352904214840926,17.297406897458472,3
9492,27.3854001224323,21.116756943352147,3
9496,24.98268110779184,18.35445630418536,3
9510,27.037277931038354,20.8083684356393,3
9532,26.017729309913395,19.222450392652863,3
9537,28.306751024807646,23.218566714577115,3
9538,22.87655152859239,19.31748863695342,3
9546,25.52561499717455,24.684834657216726,3
9547,23.567330699862676,23.791660627290586,3
9556,22.33250364623599,18.616918241243052,3
9564,25.60136801055962,16.434839405884734,3
9579,23.805812003308787,24.339980337970296,3
9588,27.93157007642325,20.66854385876327,3
9595,25.186966179731108,23.044111421384454,3
9614,27.18250093947012,22.85725926489046,3
9619,25.298271860545817,20.753669443015273,3
9627,26.189396192612868,24.21442675688658,3
9644,22.204010869469037,18.08217114572171,3
9648,26.830907707291768,17.12133447602343,3
9651,24.859854746884626,16.374903462260168,3
9686,24.549267788398613,23.10905460312025,3
9709,24.316369972499476,16.189275190210886,3
9717,25.87725928365986,22.954268457535413,3
9718,24.8517874153056,22.771797502930355,3
9732,26.272850042126464,21.13541183161093,3
9735,25.331582501227942,18.537328580529,3
9738,28.707376327844894,24.605000355980966,3
9748,28.997740739650393,16.95777731210724,3
9749,22.576580557035594,18.997048762888078,3
9751,23.207441458260664,22.22099743844987,3
9769,23.030012682218327,18.69747048525124,3
9779,24.729258290072764,21.50898017317553,3
9814,24.395281713599235,22.027635479486346,3
9831,23.296990783090102,21.32886064821941,3
9852,22.42068017475937,19.24586354622373,3
9882,27.51775454475074,22.72005003131619,3
9901,25.2425857380852,21.691952898093927,3
9910,23.155961253498035,19.4012177824445,3
9915,26.15912795389854,24.81368239367152,3
9951,26.260220830740256,23.517403347417044,3
9956,28.416886257525466,18.529154023870216,3
10030,25.870696469382608,17.638996354715168,3
10033,27.74932816874049,22.842547727705906,3
10036,28.72333783588163,19.061320257497147,3
10037,26.673827951654445,16.240041574092107,3
10056,25.04937729994634,19.419382208231482,3
10060,22.35748924774455,19.33993739105288,3
10070,25.103046809236094,20.334347887863522,3
10078,28.702720266355506,18.678777665647324,3
10081,24.009558804933047,20.067506625238664,3
10083,28.04284133958651,23.887994932175953,3
10085,25.15160207466346,17.183078388564695,3
10125,23.367955375027528,19.978540695571596,3
10126,23.24742055071293,24.73563413077308,3
10127,22.816670461903357,21.02777823015976,3
10130,23.405625027355853,16.102391186208035,3
10138,27.649180114428432,24.32169259454009,3
10141,27.131921564380903,21.292592427163246,3
10144,24.99142539150914,19.879416029687036,3
10152,26.40024341364338,24.822853270312507,3
10155,24.93424473553329,18.706602482515528,3
10176,22.452215270281812,17.52730741948252,3
10178,25.802136217298862,23.03763606984841,3
10195,28.744360197701926,24.7757550647979,3
10211,26.90700694007033,23.640287164640736,3
10245,22.15872688942048,22.481303383031758,3
10260,27.410132878164575,19.19904880939209,3
10273,24.616604910971848,22.67076827527648,3
10306,23.66637338986088,23.022796342866933,3
10308,26.712839693623152,23.93914603077104,3
10318,25.95433412126674,23.381237096663785,3
10331,25.93577666148362,23.535464523314555,3
10339,22.162154951776103,17.40795548638248,3
10345,25.091371439824183,19.00048662634093,3
10360,22.334934548087276,18.81359127480617,3
10365,24.881529888624016,18.6541354984037,3
10367,26.398269032662235,18.277662437822606,3
10372,25.986036477059653,16.315412115780457,3
10382,27.68145387455434,17.717898028183335,3
10386,26.281837237038417,17.071156438017926,3
10395,28.909270748130368,16.026406400420253,3
10437,27.708360846301776,21.07775609980961,3
10468,23.271366990162484,20.75964553389836,3
10477,27.15111108888043,20.75020541863084,3
10478,26.041558725840424,16.47828134224117,3
10482,23.697461762500645,17.477358181309484,3
10491,22.243064831160865,17.566266734090163,3
10498,26.790899585372898,20.201031487233227,3
10499,25.337447971816328,17.012601396896017,3
10506,28.28593836933311,21.962328038047502,3
10514,23.830706795065904,17.702282804894907,3
10526,22.42717871469036,17.930812063305087,3
10535,24.82830488366823,21.95707665557257,3
10536,24.081695424042554,19.231131646237486,3
10558,27.6955960167011,20.073604450516008,3
10581,23.244896596613547,23.132064938807673,3
10613,26.600020519334276,18.45559517324134,3
10614,27.078338204754516,23.49395980595083,3
10621,27.40366044954839,18.839639748518497,3
10638,26.15947126550253,23.92459294005397,3
10646,24.022576111698996,20.96912019665419,3
10660,28.57782136895217,20.54880174991171,3
10667,23.22898360878545,23.393213571283482,3
10670,27.9894309661724,20.63037258726249,3
10674,27.597625754686042,21.321319903385838,3
10679,25.80934063908328,17.599459644922515,3
10685,22.14997416253665,24.310994222610844,3
10706,26.67862641827394,17.733984203536473,3
10714,24.02661411241118,17.73464700710416,3
10721,23.90444315241294,18.654004014963473,3
10729,24.369021569476086,21.737203614107884,3
10739,28.897663635516444,24.53634110906313,3
10743,28.013291348140733,23.6605993848955,3
10744,22.9818110116876,24.603069886061405,3
10749,24.71608377641366,18.298885517433693,3
10778,28.211135625098105,19.908828073558844,3
10787,28.216441311300905,17.869180984186023,3
10806,23.86411216091909,24.710203665944746,3
10809,26.917941667035272,18.44441181828571,3
10811,27.867564361021735,21.09981831700798,3
10814,23.59627416499231,21.943070751450755,3
10816,28.514233959137247,16.335748927716665,3
10829,26.121087970629667,18.78868290875426,3
10852,22.90878853108649,22.221353943574492,3
10874,27.201253001802602,21.518703794396075,3
10877,24.959873034588625,22.85730558885442,3
