tower_id,latitude,longitude,region_index
13137,24.905822253372094,18.854019545668876,1
13147,22.61478041372961,20.71513515360352,1
13149,22.878429147520134,19.064598263847415,1
13158,24.256042671788258,16.179959776504834,1
13163,26.8012915421332,24.16301942036249,1
13172,23.044127236186903,19.409675977551014,1
13212,26.811956132882685,24.772615230657784,1
13236,24.33553005006189,17.833663609515227,1
13239,22.299977365123773,21.450676923797747,1
13241,26.596031984854335,23.868470447491312,1
13245,25.39763544277887,21.229853384175094,1
13273,27.45492746651137,22.93785623293399,1
13286,28.101866179346395,19.517911214695623,1
13298,28.88390711635587,19.569759240341206,1
13304,24.094721053846868,21.3241093959938,1
13307,24.18767724455851,20.80244835633672,1
13318,24.542274800527338,24.35125258858655,1
13338,25.641891470485223,18.093311059143275,1
13353,25.03123529625163,16.754781019249542,1
13365,27.49284112807932,20.521440023970648,1
13383,26.36229769243822,19.296104928776007,1
13409,26.72535160735049,23.115602771072854,1
13411,27.919491630605656,23.86139820493049,1
13431,26.24285897384349,22.22987030396638,1
13436,27.463536471050926,21.4418237471926,1
13440,28.2185660039533,19.360954779152035,1
13453,22.35071045363498,16.690113124979696,1
13460,28.18952327511647,19.923482189130024,1
13472,22.85394468206111,20.056338722347746,1
13499,22.206452449359688,23.2626662129491,1
13505,28.757982016289894,22.900753486996397,1
13507,27.211974142278066,16.88335453002486,1
13517,25.940954993654692,24.47404315779459,1
13520,22.48192525631476,24.80091215741912,1
13543,23.467790779332777,24.921059558310468,1
13559,25.56743050405479,19.23501558126263,1
13560,22.36517344550327,23.202669916460895,1
13566,25.83260332958197,20.694083235370766,1
13572,25.54064072564995,23.90156720730402,1
13577,27.399605412124014,20.962043904815644,1
13578,26.351187079008618,17.884761964719488,1
13580,23.103428871015808,24.15501805409972,1
13590,28.75982784912999,24.192349258175035,1
13592,28.17963336967932,21.87199011799853,1
13604,28.869945207069527,22.761509593844675,1
13619,22.153210759605784,24.062596264791836,1
13628,25.420938352294943,21.807211542819672,1
13656,23.504428243264222,18.21761429055333,1
13658,27.120066262511344,20.848428297662313,1
13662,26.382128816063886,18.82256704270457,1
13673,27.277858743111217,16.57167098625646,1
13675,23.840323470359237,20.047713838344034,1
13686,28.939514402750195,16.93042789000487,1
13702,28.440255182164435,19.866363558122767,1
13708,24.21277135897425,16.465123997397452,1
